"","order","species","adult_body_mass_g","adult_head_body_len_mm","home_range_km2","litter_size","habitat"
"354","Carnivora","Eumetopias jubatus",382466.74,2692.71,NA,0.96,"M"
"355","Carnivora","Eupleres goudotii",2763.34,549.99,NA,1,"T"
"356","Carnivora","Felis bieti",5486.95,783.95,NA,NA,"T"
"357","Carnivora","Felis catus",2884.8,NA,1.41,NA,"T"
"358","Carnivora","Felis chaus",7157.99,704.16,NA,2.94,"T"
"359","Carnivora","Felis manul",3050,573.28,NA,4.83,"T"
"360","Carnivora","Felis margarita",2823.36,511.33,NA,4.12,"T"
"361","Carnivora","Felis nigripes",1362.77,400.05,NA,1.78,"T"
"362","Carnivora","Felis silvestris",4573.08,498.51,1.29,3.59,"T"
"363","Carnivora","Fossa fossana",1853.98,456.88,0.75,1,"T"
"364","Carnivora","Galerella flavescens",750,NA,NA,NA,"T"
"365","Carnivora","Galerella ochracea",NA,NA,NA,NA,"T"
"366","Carnivora","Galerella pulverulenta",791.4,349.38,3.81,2.25,"T"
"367","Carnivora","Galerella sanguinea",543.83,329.01,0.66,2.5,"T"
"368","Carnivora","Galictis cuja",1000,423.29,NA,NA,"T"
"369","Carnivora","Galictis vittata",NA,NA,NA,NA,"T"
"370","Carnivora","Galidia elegans",810,351.07,0.17,1,"T"
"371","Carnivora","Galidictis fasciata",549.99,318.31,NA,1,"T"
"372","Carnivora","Galidictis grandidieri",1400,359.99,NA,1,"T"
"373","Carnivora","Genetta abyssinica",1405.48,422.85,NA,NA,"T"
"374","Carnivora","Genetta angolensis",1859.64,472.01,NA,NA,"T"
"375","Carnivora","Genetta bourloni",NA,NA,NA,NA,"T"
"376","Carnivora","Genetta cristata",1863.23,515,NA,2.5,"T"
"377","Carnivora","Genetta genetta",1756.17,552.44,10.9,2.29,"T"
"378","Carnivora","Genetta johnstoni",2225,NA,NA,NA,"T"
"379","Carnivora","Genetta maculata",1950,NA,NA,2.12,"T"
"380","Carnivora","Genetta pardina",NA,NA,NA,NA,"T"
"381","Carnivora","Genetta piscivora",1648.05,456.13,NA,0.96,"T"
"382","Carnivora","Genetta poensis",NA,NA,NA,NA,"T"
"383","Carnivora","Genetta servalina",1175.84,486.39,NA,1.5,"T"
"384","Carnivora","Genetta thierryi",1400,418.64,NA,NA,"T"
"385","Carnivora","Genetta tigrina",2066.57,543.37,0.04,2.76,"T"
"386","Carnivora","Genetta victoriae",2743.69,570.78,NA,NA,"T"
"387","Carnivora","Gulo gulo",12792.49,772.1,343.27,2.84,"T"
"388","Carnivora","Halichoerus grypus",197570.01,2079.47,NA,0.96,"M"
"389","Carnivora","Helarctos malayanus",57075.78,1220.79,NA,1.1,"T"
"390","Carnivora","Helogale hirtula",484.63,229.75,NA,NA,"T"
"391","Carnivora","Helogale parvula",281.83,201.59,0.21,3.49,"T"
"392","Carnivora","Hemigalus derbyanus",1262.7,458.63,NA,1.73,"T"
"393","Carnivora","Herpestes brachyurus",1396.16,414.47,NA,3.49,"T"
"394","Carnivora","Herpestes edwardsi",1304.67,398.22,NA,2,"T"
"395","Carnivora","Herpestes fuscus",NA,NA,NA,NA,"T"
"396","Carnivora","Herpestes ichneumon",2980.02,573.28,2.18,3,"T"
"397","Carnivora","Herpestes javanicus",750,280.02,0.22,2.21,"T"
"398","Carnivora","Herpestes naso",3002.08,552.74,0.4,NA,"T"
"399","Carnivora","Herpestes semitorquatus",NA,NA,NA,NA,"T"
"400","Carnivora","Herpestes smithii",1702.5,406.27,NA,2.5,"T"
"401","Carnivora","Herpestes urva",2384.19,506.24,NA,3,"T"
"402","Carnivora","Herpestes vitticollis",2380,476.76,NA,2.73,"T"
"403","Carnivora","Histriophoca fasciata",90000,1533.92,NA,1,"M"
"404","Carnivora","Hyaena brunnea",42977.93,1198.21,67.3,2.3,"T"
"405","Carnivora","Hyaena hyaena",35070.51,1104.7,45.19,2.44,"T"
"406","Carnivora","Hydrictis maculicollis",4180.53,594.08,NA,2,"T"
"407","Carnivora","Hydrurga leptonyx",352675.48,3038.33,NA,0.96,"M"
"408","Carnivora","Ichneumia albicauda",3628.4,571.69,0.5,2.35,"T"
"409","Carnivora","Ictonyx libyca",225.18,241.77,NA,2,"T"
"410","Carnivora","Ictonyx striatus",811.02,334,NA,2.3,"T"
"411","Carnivora","Leopardus braccatus",NA,NA,NA,NA,"T"
"412","Carnivora","Leopardus colocolo",NA,NA,NA,NA,"T"
"413","Carnivora","Leopardus geoffroyi",NA,NA,NA,NA,"T"
"414","Carnivora","Leopardus guigna",NA,NA,NA,NA,"T"
"415","Carnivora","Leopardus jacobitus",8133.78,599.13,NA,NA,"T"
"416","Carnivora","Leopardus pajeros",NA,NA,NA,NA,"T"
"417","Carnivora","Leopardus pardalis",11880,744.33,5.08,1.66,"T"
"418","Carnivora","Leopardus tigrinus",NA,NA,NA,NA,"T"
"419","Carnivora","Leopardus wiedii",3270.81,598.41,8.54,1.5,"T"
"420","Carnivora","Leptailurus serval",11999.96,832.51,1.84,2.35,"T"
"421","Carnivora","Leptonychotes weddellii",4e+05,2539.91,NA,1,"M"
"422","Carnivora","Liberiictis kuhni",1825.47,449.15,NA,NA,"T"
"423","Carnivora","Lobodon carcinophaga",224999.99,2265.73,NA,0.96,"M"
"424","Carnivora","Lontra canadensis",8087.42,683.1,14.18,2.67,"T"
"425","Carnivora","Lontra felina",11195.36,676.55,NA,2.54,"M"
"426","Carnivora","Lontra longicaudis",6554.97,600.05,NA,3.69,"T"
"427","Carnivora","Lontra provocax",7499.98,588.17,NA,NA,"T"
"428","Carnivora","Lutra lutra",8868.69,687.94,21.31,2.01,"T"
"429","Carnivora","Lutra nippon",NA,NA,NA,NA,"T"
"430","Carnivora","Lutra sumatrana",5970.68,762.81,NA,NA,"T"
"431","Carnivora","Lutrogale perspicillata",8912.49,787.64,5.31,3.24,"T"
"432","Carnivora","Lycalopex culpaeus",8616.24,720.34,5.05,4.88,"T"
"433","Carnivora","Lycalopex fulvipes",NA,NA,NA,NA,"T"
"434","Carnivora","Lycalopex griseus",NA,NA,NA,NA,"T"
"435","Carnivora","Lycalopex gymnocercus",4542.67,619.15,NA,3.09,"T"
"436","Carnivora","Lycalopex sechurae",4234,558.91,NA,NA,"T"
"437","Carnivora","Lycalopex vetulus",4233.47,600.05,NA,3,"T"
"438","Carnivora","Lycaon pictus",21999.99,923.86,395.88,8.1,"T"
"439","Carnivora","Lyncodon patagonicus",225,323.41,NA,NA,"T"
"440","Carnivora","Lynx canadensis",9682.82,702.3,30.6,2.73,"T"
"441","Carnivora","Lynx lynx",19300,851.2,136.35,2.3,"T"
"442","Carnivora","Lynx pardinus",11050,960.08,7.19,2.5,"T"
"443","Carnivora","Lynx rufus",6374.47,689.81,31.2,2.76,"T"
"444","Carnivora","Macrogalidia musschenbroekii",5148.86,687.94,NA,NA,"T"
"445","Carnivora","Martes americana",873.69,381.36,3.66,2.6,"T"
"446","Carnivora","Martes flavigula",2504.64,548.36,NA,3.53,"T"
"447","Carnivora","Martes foina",1675,458.63,2.15,3.78,"T"
"448","Carnivora","Martes gwatkinsii",2038.49,511.33,NA,NA,"T"
"449","Carnivora","Martes martes",1299.99,457.01,2.15,3.49,"T"
"450","Carnivora","Martes melampus",1000,440.51,NA,NA,"T"
"451","Carnivora","Martes pennanti",3750,749.51,14.89,3.02,"T"
"452","Carnivora","Martes zibellina",1173.91,449.9,12.71,3.13,"T"
"453","Carnivora","Meles anakuma",NA,NA,NA,NA,"T"
"454","Carnivora","Meles leucurus",NA,NA,NA,NA,"T"
"455","Carnivora","Meles meles",11884.03,705.89,1.2,3.11,"T"
"456","Carnivora","Mellivora capensis",8999.99,682.96,NA,2.35,"T"
"457","Carnivora","Melogale everetti",NA,NA,NA,2,"T"
"458","Carnivora","Melogale moschata",938.5,383.82,NA,2,"T"
"459","Carnivora","Melogale orientalis",NA,NA,NA,NA,"T"
"460","Carnivora","Melogale personata",1845.26,398.22,NA,2.5,"T"
"461","Carnivora","Melursus ursinus",99999.99,1595.23,7.69,1.54,"T"
"462","Carnivora","Mephitis macroura",1097.76,307.05,NA,4.68,"T"
"463","Carnivora","Mephitis mephitis",2399.99,399.55,2.32,5.7,"T"
"464","Carnivora","Mirounga angustirostris",1112390.81,3713.91,NA,1,"M"
"465","Carnivora","Mirounga leonina",1600000,3674.03,NA,1,"M"
"466","Carnivora","Monachus monachus",294881.33,2589.02,NA,1,"M"
"467","Carnivora","Monachus schauinslandi",222999.99,2232.83,NA,1,"M"
"468","Carnivora","Monachus tropicalis",197758.36,2288.69,NA,1,"M"
"469","Carnivora","Mungos gambianus",1644.98,349.68,NA,NA,"T"
"470","Carnivora","Mungos mungo",1260,362.42,1.66,2.68,"T"
"471","Carnivora","Mungotictis decemlineata",657.03,311.18,1.19,0.99,"T"
"472","Carnivora","Mustela africana",536.98,309.07,NA,NA,"T"
"473","Carnivora","Mustela altaica",180.24,243.52,NA,5.44,"T"
"474","Carnivora","Mustela erminea",284.5,215.65,0.11,6.74,"T"
"475","Carnivora","Mustela eversmanii",1684.21,432.95,NA,7.82,"T"
"476","Carnivora","Mustela felipei",211.3,214.8,NA,NA,"T"
"477","Carnivora","Mustela frenata",190.03,229.31,0.21,6.5,"T"
"478","Carnivora","Mustela itatsi",NA,NA,NA,NA,"T"
"479","Carnivora","Mustela kathiah",263.74,259.13,NA,NA,"T"
"480","Carnivora","Mustela lutreola",566.44,360.77,0.17,4.5,"T"
"481","Carnivora","Mustela lutreolina",466.25,308.08,NA,NA,"T"
"482","Carnivora","Mustela nigripes",907.1,395.94,0.83,3.36,"T"
"483","Carnivora","Mustela nivalis",78.45,188.18,0.07,5.07,"T"
"484","Carnivora","Mustela nudipes",569.42,325.9,NA,4,"T"
"485","Carnivora","Mustela putorius",975.55,358.92,0.53,8.48,"T"
"486","Carnivora","Mustela sibirica",530.85,305.96,3.41,6.48,"T"
"487","Carnivora","Mustela strigidorsa",1500,286.46,NA,NA,"T"
"488","Carnivora","Mustela subpalmata",NA,NA,NA,NA,"T"
"489","Carnivora","Mydaus javanensis",2500,441.18,NA,NA,"T"
"490","Carnivora","Mydaus marchei",2500,389.59,NA,NA,"T"
"491","Carnivora","Nandinia binotata",2167.2,498.51,0.55,1.84,"T"
"492","Carnivora","Nasua narica",4578.43,549.58,0.78,4,"T"
"493","Carnivora","Nasua nasua",3775.5,527.63,0.79,3.69,"T"
"494","Carnivora","Nasuella olivacea",1339.99,387.34,NA,NA,"T"
"495","Carnivora","Neofelis nebulosa",14945.05,836.74,NA,2.25,"T"
"496","Carnivora","Neophoca cinerea",189274.99,1798.13,NA,1.35,"M"
"497","Carnivora","Neovison macrodon",NA,NA,NA,NA,"M"
"498","Carnivora","Neovison vison",NA,NA,NA,NA,"M"
"499","Carnivora","Nyctereutes procyonoides",4214.99,447.38,1.15,6.36,"T"
"500","Carnivora","Odobenus rosmarus",1042996.25,2870.18,NA,1.22,"M"
"501","Carnivora","Ommatophoca rossii",208252.12,2061.84,NA,0.96,"M"
"502","Carnivora","Otaria flavescens",193670.53,2112.38,NA,1,"M"
"503","Carnivora","Otocyon megalotis",4098.12,537.63,1.13,4,"T"
"504","Carnivora","Pagophilus groenlandicus",132250,1721.36,NA,1,"M"
"505","Carnivora","Paguma larvata",4300,633.11,2.88,2.16,"T"
"506","Carnivora","Panthera leo",158623.93,1835.16,55.19,2.75,"T"
"507","Carnivora","Panthera onca",83943.09,1331.62,52.55,1.96,"T"
"508","Carnivora","Panthera pardus",52399.99,1377.71,18.78,2.14,"T"
"509","Carnivora","Panthera tigris",161914.66,1824.79,64.89,2.6,"T"
"510","Carnivora","Paracynictis selousi",1669.72,427.91,NA,2,"T"
"511","Carnivora","Paradoxurus hermaphroditus",3200,532.26,4.15,3.29,"T"
"512","Carnivora","Paradoxurus jerdoni",3530.33,589.08,NA,3,"T"
"513","Carnivora","Paradoxurus zeylonensis",2821.3,487.39,NA,2.5,"T"
"514","Carnivora","Pardofelis marmorata",2826.68,516.47,NA,2,"T"
"515","Carnivora","Phoca largha",98879.18,1634.87,NA,1,"M"
"516","Carnivora","Phoca vitulina",87316.66,1611.75,NA,1,"M"
"517","Carnivora","Phocarctos hookeri",273499.99,2018.97,NA,1,"M"
"518","Carnivora","Poecilogale albinucha",308.16,304.09,NA,2.23,"T"
"519","Carnivora","Poiana leightoni",NA,NA,NA,NA,"T"
"520","Carnivora","Poiana richardsonii",570.08,378.86,NA,2.23,"T"
"521","Carnivora","Potos flavus",2441.81,509.54,0.22,1.11,"T"
"522","Carnivora","Prionailurus bengalensis",2780.97,683.23,1.87,2.5,"T"
"523","Carnivora","Prionailurus iriomotensis",NA,NA,NA,NA,"T"
"524","Carnivora","Prionailurus planiceps",3533.76,467.4,NA,NA,"T"
"525","Carnivora","Prionailurus rubiginosus",1418.75,405.99,NA,2.23,"T"
"526","Carnivora","Prionailurus viverrinus",8826.46,777.67,NA,2,"T"
"527","Carnivora","Prionodon linsang",684.83,399.17,NA,2.3,"T"
"528","Carnivora","Prionodon pardicolor",1142.68,353.19,NA,2,"T"
"529","Carnivora","Procyon cancrivorus",6931.72,602.86,NA,2.62,"T"
"530","Carnivora","Procyon lotor",6373.72,484.68,4.62,3.06,"T"
"531","Carnivora","Procyon pygmaeus",2958.03,427.1,NA,NA,"T"
"532","Carnivora","Profelis aurata",11277.17,797.61,NA,2.25,"T"
"533","Carnivora","Proteles cristata",8139.39,697.91,1.51,2.64,"T"
"534","Carnivora","Pteronura brasiliensis",26000,1137.99,85.85,2.12,"T"
"535","Carnivora","Puma concolor",53954.05,1396.33,129.89,2.76,"T"
"536","Carnivora","Puma yagouaroundi",6875,701.35,52.35,2.5,"T"
"537","Carnivora","Pusa caspica",62326.2,1405.5,NA,1,"M"
"538","Carnivora","Pusa hispida",70963.6,1287.15,NA,1,"M"
"539","Carnivora","Pusa sibirica",89499.99,1272.95,NA,1,"M"
"540","Carnivora","Rhynchogale melleri",2240.33,459.59,NA,2,"T"
"541","Carnivora","Salanoia concolor",711.49,296.21,NA,NA,"T"
"542","Carnivora","Speothos venaticus",6324.54,624.73,NA,3.8,"T"
"543","Carnivora","Spilogale angustifrons",NA,NA,NA,NA,"T"
"544","Carnivora","Spilogale gracilis",NA,NA,NA,NA,"T"
"545","Carnivora","Spilogale putorius",566.49,299.49,0.29,5.07,"T"
"546","Carnivora","Spilogale pygmaea",365,NA,NA,4,"T"
"547","Carnivora","Suricata suricatta",729.99,285.71,11.76,3.86,"T"
"548","Carnivora","Taxidea taxus",7842.15,558.35,3.44,2.76,"T"
"549","Carnivora","Tremarctos ornatus",123176.97,1766.58,NA,1.44,"T"
"550","Carnivora","Uncia uncia",32500,1146.57,22.72,2.12,"T"
"551","Carnivora","Urocyon cinereoargenteus",3833.71,601.7,1.83,3.71,"T"
"552","Carnivora","Urocyon littoralis",1923,471.23,0.42,2.17,"T"
"553","Carnivora","Ursus americanus",110500,1380.87,31.25,2.39,"T"
"554","Carnivora","Ursus arctos",196287.5,1484.07,310.81,2.24,"T"
"555","Carnivora","Ursus maritimus",371703.81,1992.55,77270.47,1.66,"M"
"556","Carnivora","Ursus thibetanus",99714.19,1505.7,0.7,1.5,"T"
"557","Carnivora","Viverra civettina",12061.27,843.04,NA,NA,"T"
"558","Carnivora","Viverra megaspila",NA,NA,NA,NA,"T"
"559","Carnivora","Viverra tangalunga",7349.99,655.78,NA,1.92,"T"
"560","Carnivora","Viverra zibetha",9148.77,816.76,9.36,2.89,"T"
"561","Carnivora","Viverricula indica",2918.88,539.19,NA,3.74,"T"
"562","Carnivora","Vormela peregusna",594.13,319.52,NA,5.07,"T"
"563","Carnivora","Vulpes bengalensis",2514.4,521.66,NA,3.49,"T"
"564","Carnivora","Vulpes cana",988.5,425.92,1.17,2,"T"
"565","Carnivora","Vulpes chama",2919.8,532.2,NA,2.5,"T"
"566","Carnivora","Vulpes corsac",2615.33,578.27,NA,5.62,"T"
"567","Carnivora","Vulpes ferrilata",5543.74,600.05,NA,3.49,"T"
"568","Carnivora","Vulpes lagopus",3584.37,564.81,14.1,7.65,"T"
"569","Carnivora","Vulpes macrotis",4499.97,NA,8.1,4.5,"T"
"570","Carnivora","Vulpes pallida",2800.01,429.21,NA,4,"T"
"571","Carnivora","Vulpes rueppellii",3249.97,458.63,29.93,2.12,"T"
"572","Carnivora","Vulpes velox",2088,503.79,4.59,4.25,"T"
"573","Carnivora","Vulpes vulpes",4820.36,627.12,3.5,4.59,"T"
"574","Carnivora","Vulpes zerda",1317.13,374.23,NA,2.36,"T"
"575","Carnivora","Zalophus californianus",137194.86,2018.97,NA,1.41,"M"
"576","Carnivora","Zalophus japonicus",NA,NA,NA,NA,"M"
"577","Carnivora","Zalophus wollebaeki",NA,NA,NA,NA,"M"
"578","Cetacea","Balaena mysticetus",79691178.99,12187.12,NA,1,"M"
"579","Cetacea","Balaenoptera acutorostrata",5587093.59,5529.31,NA,1,"M"
"580","Cetacea","Balaenoptera bonaerensis",NA,NA,NA,NA,"M"
"581","Cetacea","Balaenoptera borealis",22106251.95,18382.16,NA,1.02,"M"
"582","Cetacea","Balaenoptera edeni",19999999.97,13846.17,NA,0.97,"M"
"583","Cetacea","Balaenoptera musculus",154321304.5,30480,NA,1,"M"
"584","Cetacea","Balaenoptera physalus",47506008.23,20641.06,NA,1.01,"M"
"585","Cetacea","Berardius arnuxii",7000000.02,NA,NA,NA,"M"
"586","Cetacea","Berardius bairdii",11380000.04,NA,NA,0.98,"M"
"587","Cetacea","Caperea marginata",31999999.98,NA,NA,0.98,"M"
"588","Cetacea","Cephalorhynchus commersonii",72400,NA,NA,0.98,"M"
"589","Cetacea","Cephalorhynchus eutropia",45000,NA,NA,0.97,"M"
"590","Cetacea","Cephalorhynchus heavisidii",39999.99,NA,NA,0.97,"M"
"591","Cetacea","Cephalorhynchus hectori",49999.99,NA,NA,1,"M"
"592","Cetacea","Delphinapterus leucas",1381640.73,4249.83,NA,1.02,"M"
"593","Cetacea","Delphinus capensis",NA,NA,NA,NA,"M"
"594","Cetacea","Delphinus delphis",79271.69,2439.99,NA,0.98,"M"
"595","Cetacea","Eschrichtius robustus",27324024.19,11831.89,NA,1,"M"
"596","Cetacea","Eubalaena australis",22999999.91,14150,NA,NA,"M"
"597","Cetacea","Eubalaena glacialis",22999999.91,13907.08,NA,1,"M"
"598","Cetacea","Eubalaena japonica",NA,NA,NA,NA,"M"
"599","Cetacea","Feresa attenuata",170000,NA,NA,1,"M"
"600","Cetacea","Globicephala macrorhynchus",725999.99,6099.99,NA,0.97,"M"
"601","Cetacea","Globicephala melas",8e+05,5685.75,NA,1,"M"
"602","Cetacea","Grampus griseus",387500,NA,NA,0.97,"M"
"603","Cetacea","Hyperoodon ampullatus",3393361.08,8778.42,NA,1,"M"
"604","Cetacea","Hyperoodon planifrons",3000000.01,6699.99,NA,NA,"M"
"605","Cetacea","Indopacetus pacificus",2200000,NA,NA,NA,"M"
"606","Cetacea","Inia geoffrensis",121430.76,2113.09,NA,1,"M"
"607","Cetacea","Kogia breviceps",431500,NA,NA,0.97,"M"
"608","Cetacea","Kogia sima",183066.66,2158.04,NA,1,"M"
"609","Cetacea","Lagenodelphis hosei",164000,NA,NA,1,"M"
"610","Cetacea","Lagenorhynchus acutus",186517.55,2285.99,NA,1.22,"M"
"611","Cetacea","Lagenorhynchus albirostris",186634.86,3048.99,NA,1,"M"
"612","Cetacea","Lagenorhynchus australis",119999.99,NA,NA,NA,"M"
"613","Cetacea","Lagenorhynchus cruciger",109999.99,NA,NA,NA,"M"
"614","Cetacea","Lagenorhynchus obliquidens",109694.46,2206.62,NA,1,"M"
"615","Cetacea","Lagenorhynchus obscurus",127499.99,NA,NA,NA,"M"
"616","Cetacea","Lipotes vexillifer",112138.32,1701.72,NA,1,"M"
"617","Cetacea","Lissodelphis borealis",113000,NA,NA,NA,"M"
"618","Cetacea","Lissodelphis peronii",116000,NA,NA,NA,"M"
"619","Cetacea","Megaptera novaeangliae",30000000.01,12856.21,NA,1,"M"
"620","Cetacea","Mesoplodon bidens",3400000,5030,NA,1,"M"
"621","Cetacea","Mesoplodon bowdoini",2599999.99,4260.39,NA,NA,"M"
"622","Cetacea","Mesoplodon carlhubbsi",3400000,5396.8,NA,0.97,"M"
"623","Cetacea","Mesoplodon densirostris",2299999.99,4589.82,NA,NA,"M"
"624","Cetacea","Mesoplodon europaeus",5600000.02,6710,NA,NA,"M"
"625","Cetacea","Mesoplodon ginkgodens",1500000,4880,NA,NA,"M"
"626","Cetacea","Mesoplodon grayi",2899999.98,NA,NA,NA,"M"
"627","Cetacea","Mesoplodon hectori",1e+06,NA,NA,NA,"M"
"628","Cetacea","Mesoplodon layardii",1500000,NA,NA,NA,"M"
"629","Cetacea","Mesoplodon mirus",2099999.99,5179.99,NA,0.97,"M"
"630","Cetacea","Mesoplodon perrini",NA,NA,NA,NA,"M"
"631","Cetacea","Mesoplodon peruvianus",NA,3719.99,NA,NA,"M"
"632","Cetacea","Mesoplodon stejnegeri",4800000.02,6090,NA,NA,"M"
"633","Cetacea","Mesoplodon traversii",NA,NA,NA,NA,"M"
"634","Cetacea","Monodon monoceros",938126.44,5092.53,NA,1,"M"
"635","Cetacea","Neophocaena phocaenoides",32500,NA,NA,0.97,"M"
"636","Cetacea","Orcaella brevirostris",189999.99,2500,NA,1,"M"
"637","Cetacea","Orcinus orca",5628758.66,8652.64,79244.72,1,"M"
"638","Cetacea","Peponocephala electra",206000,NA,NA,NA,"M"
"639","Cetacea","Phocoena dioptrica",65000,NA,NA,0.97,"M"
"640","Cetacea","Phocoena phocoena",52730.93,1530.07,NA,0.98,"M"
"641","Cetacea","Phocoena sinus",43121.43,1520,NA,0.97,"M"
"642","Cetacea","Phocoena spinipinnis",59999.99,NA,NA,0.97,"M"
"643","Cetacea","Phocoenoides dalli",106042.53,1966.64,NA,0.98,"M"
"644","Cetacea","Physeter catodon",14540959.82,12175.38,NA,0.99,"M"
"645","Cetacea","Platanista gangetica",93481.96,NA,NA,0.97,"M"
"646","Cetacea","Platanista minor",75990.24,NA,NA,1,"M"
"647","Cetacea","Pontoporia blainvillei",40499.99,NA,NA,1,"M"
"648","Cetacea","Pseudorca crassidens",1360000,NA,NA,0.97,"M"
"649","Cetacea","Sotalia fluviatilis",42833.44,NA,NA,0.97,"M"
"650","Cetacea","Sousa chinensis",279999.99,NA,NA,1,"M"
"651","Cetacea","Sousa teuszii",99999.99,NA,NA,NA,"M"
"652","Cetacea","Stenella attenuata",65733.59,2135,NA,0.99,"M"
"653","Cetacea","Stenella clymene",NA,NA,NA,NA,"M"
"654","Cetacea","Stenella coeruleoalba",142102.96,2300.84,NA,1.75,"M"
"655","Cetacea","Stenella frontalis",109999.99,2130,NA,NA,"M"
"656","Cetacea","Stenella longirostris",50500,2130,NA,0.97,"M"
"657","Cetacea","Steno bredanensis",130000,2439.99,NA,NA,"M"
"658","Cetacea","Tasmacetus shepherdi",2500000,NA,NA,NA,"M"
"659","Cetacea","Tursiops aduncus",NA,2366,NA,NA,"M"
"660","Cetacea","Tursiops truncatus",281040.55,3257.91,52.77,0.98,"M"
"661","Cetacea","Ziphius cavirostris",4774999.99,NA,NA,1,"M"
"662","Chiroptera","Acerodon celebensis",384.84,201.25,NA,0.98,"T"
"663","Chiroptera","Acerodon humilis",NA,NA,NA,NA,"T"
"664","Chiroptera","Acerodon jubatus",1087.04,NA,NA,1,"T"
"665","Chiroptera","Acerodon leucotis",NA,NA,NA,NA,"T"
"666","Chiroptera","Acerodon mackloti",467.93,NA,NA,0.98,"T"
"667","Chiroptera","Aethalops aequalis",NA,NA,NA,NA,"T"
"668","Chiroptera","Aethalops alecto",15,NA,NA,0.99,"T"
"669","Chiroptera","Alionycteris paucidentata",16.24,63.8,NA,NA,"T"
"670","Chiroptera","Ametrida centurio",10.61,NA,NA,0.98,"T"
"671","Chiroptera","Amorphochilus schnablii",NA,NA,NA,0.99,"T"
"672","Chiroptera","Anoura caudifer",10.81,58.32,NA,0.99,"T"
"673","Chiroptera","Anoura cultrata",17.39,NA,NA,1.22,"T"
"674","Chiroptera","Anoura geoffroyi",15.15,NA,NA,0.99,"T"
"675","Chiroptera","Anoura latidens",15.06,NA,NA,NA,"T"
"676","Chiroptera","Anoura luismanueli",NA,NA,NA,NA,"T"
"677","Chiroptera","Anthops ornatus",NA,NA,NA,NA,"T"
"678","Chiroptera","Antrozous pallidus",22.24,NA,NA,1.78,"T"
"679","Chiroptera","Aproteles bulmerae",623.91,245.47,NA,1,"T"
"680","Chiroptera","Ardops nichollsi",19.23,NA,NA,0.99,"T"
"681","Chiroptera","Arielulus aureocollaris",NA,NA,NA,NA,"T"
"682","Chiroptera","Arielulus circumdatus",10.4,NA,NA,NA,"T"
"683","Chiroptera","Arielulus cuprosus",NA,NA,NA,NA,"T"
"684","Chiroptera","Arielulus societatis",NA,NA,NA,NA,"T"
"685","Chiroptera","Arielulus torquatus",NA,NA,NA,NA,"T"
"686","Chiroptera","Ariteus flavescens",NA,NA,NA,NA,"T"
"687","Chiroptera","Artibeus amplus",61.04,NA,NA,NA,"T"
"688","Chiroptera","Artibeus anderseni",NA,NA,NA,0.98,"T"
"689","Chiroptera","Artibeus aztecus",20.81,NA,NA,0.99,"T"
"690","Chiroptera","Artibeus cinereus",12.7,NA,NA,0.99,"T"
"691","Chiroptera","Artibeus concolor",19.65,NA,NA,NA,"T"
"692","Chiroptera","Artibeus fimbriatus",63.89,NA,NA,NA,"T"
"693","Chiroptera","Artibeus fraterculus",NA,NA,NA,0.98,"T"
"694","Chiroptera","Artibeus glaucus",12.31,NA,NA,NA,"T"
"695","Chiroptera","Artibeus gnomus",10.06,NA,NA,NA,"T"
"696","Chiroptera","Artibeus hirsutus",40.42,NA,NA,0.98,"T"
"697","Chiroptera","Artibeus incomitatus",NA,NA,NA,NA,"T"
"698","Chiroptera","Artibeus inopinatus",NA,NA,NA,NA,"T"
"699","Chiroptera","Artibeus jamaicensis",43.63,78.3,NA,1,"T"
"700","Chiroptera","Artibeus lituratus",59.3,95.35,NA,1,"T"
"701","Chiroptera","Artibeus obscurus",35.91,NA,NA,0.98,"T"
"702","Chiroptera","Artibeus phaeotis",11.69,55.5,NA,0.99,"T"
"703","Chiroptera","Artibeus toltecus",15.47,NA,NA,0.99,"T"
"704","Chiroptera","Artibeus watsoni",11.2,NA,NA,1,"T"
"705","Chiroptera","Asellia patrizii",NA,NA,NA,NA,"T"
"706","Chiroptera","Asellia tridens",12.94,56,NA,NA,"T"
